STT,Block Type,Block,Type,Layer Name,In Channels,Out Channels,Resolution (HxW),OFM,OFM_SIZE (byte),OFM_TYPE,IFM,IFM_SIZE (byte),IFM_TYPE,Weight Shape,Weight Params,Weight Size (Byte),kernel,padding,stride,Weight Storage DType,Weight Notes
738,,,Sub,/Generator/resblock_6/norm2/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
739,,,Mul,/Generator/resblock_6/norm2/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
740,,,ReduceMean,/Generator/resblock_6/norm2/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
741,,,Cast,/Generator/resblock_6/norm2/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
742,,,Mul,/Generator/resblock_6/norm2/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
743,,,Sub,/Generator/resblock_6/norm2/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
744,,,Div,/Generator/resblock_6/norm2/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
745,,,Sub,/Generator/resblock_6/norm2/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
746,,,Add,/Generator/resblock_6/norm2/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
747,,,Sqrt,/Generator/resblock_6/norm2/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
748,,,Div,/Generator/resblock_6/norm2/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
749,,,Mul,/Generator/resblock_6/norm2/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
750,,,Mul,/Generator/resblock_6/norm2/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
751,,,Add,/Generator/resblock_6/norm2/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
752,,,Add,/Generator/resblock_6/Add,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
753,,resblock_7,Pad,/Generator/resblock_7/pad/Pad,960,960,16x16,"[1, 960, 18, 18]",622080,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
754,,,Conv3x3,/Generator/resblock_7/conv1/Conv,960,960,18x18,"[1, 960, 16, 16]",491520,float16,"[1, 960, 18, 18]",622080,float16,"[960, 960, 3, 3]",8294400,16588800,"[3, 3]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
755,,,ReduceMean,/Generator/resblock_7/norm1/ReduceMean,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
756,,,ReduceMean,/Generator/resblock_7/norm1/ReduceMean_1,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
757,,,Shape,/Generator/resblock_7/norm1/Shape,960,N/A,16x16,[4],32,int64,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
758,,,Gather,/Generator/resblock_7/norm1/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
759,,,ReduceProd,/Generator/resblock_7/norm1/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
760,,,Sub,/Generator/resblock_7/norm1/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
761,,,Mul,/Generator/resblock_7/norm1/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
762,,,ReduceMean,/Generator/resblock_7/norm1/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
763,,,Cast,/Generator/resblock_7/norm1/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
764,,,Mul,/Generator/resblock_7/norm1/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
765,,,Sub,/Generator/resblock_7/norm1/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
766,,,Div,/Generator/resblock_7/norm1/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
767,,,Sub,/Generator/resblock_7/norm1/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
768,,,Add,/Generator/resblock_7/norm1/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
769,,,Sqrt,/Generator/resblock_7/norm1/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
770,,,Div,/Generator/resblock_7/norm1/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
771,,,Mul,/Generator/resblock_7/norm1/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
772,,,Mul,/Generator/resblock_7/norm1/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
773,,,Add,/Generator/resblock_7/norm1/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
774,,,Relu,/Generator/resblock_7/Relu,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
775,,,Pad,/Generator/resblock_7/pad_1/Pad,960,960,16x16,"[1, 960, 18, 18]",622080,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
776,,,Conv3x3,/Generator/resblock_7/conv2/Conv,960,960,18x18,"[1, 960, 16, 16]",491520,float16,"[1, 960, 18, 18]",622080,float16,"[960, 960, 3, 3]",8294400,16588800,"[3, 3]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
777,,,ReduceMean,/Generator/resblock_7/norm2/ReduceMean,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
778,,,ReduceMean,/Generator/resblock_7/norm2/ReduceMean_1,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
779,,,Shape,/Generator/resblock_7/norm2/Shape,960,N/A,16x16,[4],32,int64,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
780,,,Gather,/Generator/resblock_7/norm2/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
781,,,ReduceProd,/Generator/resblock_7/norm2/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
782,,,Sub,/Generator/resblock_7/norm2/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
783,,,Mul,/Generator/resblock_7/norm2/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
784,,,ReduceMean,/Generator/resblock_7/norm2/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
785,,,Cast,/Generator/resblock_7/norm2/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
786,,,Mul,/Generator/resblock_7/norm2/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
787,,,Sub,/Generator/resblock_7/norm2/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
788,,,Div,/Generator/resblock_7/norm2/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
789,,,Sub,/Generator/resblock_7/norm2/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
790,,,Add,/Generator/resblock_7/norm2/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
791,,,Sqrt,/Generator/resblock_7/norm2/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
792,,,Div,/Generator/resblock_7/norm2/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
793,,,Mul,/Generator/resblock_7/norm2/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
794,,,Mul,/Generator/resblock_7/norm2/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
795,,,Add,/Generator/resblock_7/norm2/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
796,,,Add,/Generator/resblock_7/Add,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
797,,resblock_8,Pad,/Generator/resblock_8/pad/Pad,960,960,16x16,"[1, 960, 18, 18]",622080,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
798,,,Conv3x3,/Generator/resblock_8/conv1/Conv,960,960,18x18,"[1, 960, 16, 16]",491520,float16,"[1, 960, 18, 18]",622080,float16,"[960, 960, 3, 3]",8294400,16588800,"[3, 3]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
799,,,ReduceMean,/Generator/resblock_8/norm1/ReduceMean,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
800,,,ReduceMean,/Generator/resblock_8/norm1/ReduceMean_1,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
801,,,Shape,/Generator/resblock_8/norm1/Shape,960,N/A,16x16,[4],32,int64,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
802,,,Gather,/Generator/resblock_8/norm1/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
803,,,ReduceProd,/Generator/resblock_8/norm1/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
804,,,Sub,/Generator/resblock_8/norm1/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
805,,,Mul,/Generator/resblock_8/norm1/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
806,,,ReduceMean,/Generator/resblock_8/norm1/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
807,,,Cast,/Generator/resblock_8/norm1/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
808,,,Mul,/Generator/resblock_8/norm1/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
809,,,Sub,/Generator/resblock_8/norm1/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
810,,,Div,/Generator/resblock_8/norm1/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
811,,,Sub,/Generator/resblock_8/norm1/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
812,,,Add,/Generator/resblock_8/norm1/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
813,,,Sqrt,/Generator/resblock_8/norm1/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
814,,,Div,/Generator/resblock_8/norm1/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
815,,,Mul,/Generator/resblock_8/norm1/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
816,,,Mul,/Generator/resblock_8/norm1/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
817,,,Add,/Generator/resblock_8/norm1/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
818,,,Relu,/Generator/resblock_8/Relu,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
819,,,Pad,/Generator/resblock_8/pad_1/Pad,960,960,16x16,"[1, 960, 18, 18]",622080,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
820,,,Conv3x3,/Generator/resblock_8/conv2/Conv,960,960,18x18,"[1, 960, 16, 16]",491520,float16,"[1, 960, 18, 18]",622080,float16,"[960, 960, 3, 3]",8294400,16588800,"[3, 3]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
821,,,ReduceMean,/Generator/resblock_8/norm2/ReduceMean,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
822,,,ReduceMean,/Generator/resblock_8/norm2/ReduceMean_1,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
823,,,Shape,/Generator/resblock_8/norm2/Shape,960,N/A,16x16,[4],32,int64,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
824,,,Gather,/Generator/resblock_8/norm2/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
825,,,ReduceProd,/Generator/resblock_8/norm2/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
826,,,Sub,/Generator/resblock_8/norm2/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
827,,,Mul,/Generator/resblock_8/norm2/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
828,,,ReduceMean,/Generator/resblock_8/norm2/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
829,,,Cast,/Generator/resblock_8/norm2/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
830,,,Mul,/Generator/resblock_8/norm2/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
831,,,Sub,/Generator/resblock_8/norm2/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
832,,,Div,/Generator/resblock_8/norm2/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
833,,,Sub,/Generator/resblock_8/norm2/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
834,,,Add,/Generator/resblock_8/norm2/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
835,,,Sqrt,/Generator/resblock_8/norm2/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
836,,,Div,/Generator/resblock_8/norm2/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
837,,,Mul,/Generator/resblock_8/norm2/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
838,,,Mul,/Generator/resblock_8/norm2/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
839,,,Add,/Generator/resblock_8/norm2/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
840,,,Add,/Generator/resblock_8/Add,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
841,,Add,Add,/Generator/Add,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
842,,upconv_block1,ConvTranspose3x3,/Generator/upconv_block1/upconv_block1.0/ConvTranspose,960, ,16x16,"[1, 480, 32, 32]",983040,float16,"[1, 960, 16, 16]",491520,float16,"[960, 480, 3, 3]",4147200,8294400,"[3, 3]","[1, 1, 1, 1]","[2, 2]",float16,weight=initializer
843,,,ReduceMean,/Generator/upconv_block1/upconv_block1.1/ReduceMean,480,1,32x32,"[1, 1, 32, 32]",2048,float16,"[1, 480, 32, 32]",983040,float16,N/A,0,0,,,,N/A,
844,,,ReduceMean,/Generator/upconv_block1/upconv_block1.1/ReduceMean_1,480,1,32x32,"[1, 1, 32, 32]",2048,float16,"[1, 480, 32, 32]",983040,float16,N/A,0,0,,,,N/A,
845,,,Shape,/Generator/upconv_block1/upconv_block1.1/Shape,480,N/A,32x32,[4],32,int64,"[1, 480, 32, 32]",983040,float16,N/A,0,0,,,,N/A,
846,,,Gather,/Generator/upconv_block1/upconv_block1.1/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
847,,,ReduceProd,/Generator/upconv_block1/upconv_block1.1/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
848,,,Sub,/Generator/upconv_block1/upconv_block1.1/Sub,480,480,32x32,"[1, 480, 32, 32]",983040,float16,"[1, 480, 32, 32]",983040,float16,N/A,0,0,,,,N/A,
849,,,Mul,/Generator/upconv_block1/upconv_block1.1/Mul,480,480,32x32,"[1, 480, 32, 32]",983040,float16,"[1, 480, 32, 32]",983040,float16,N/A,0,0,,,,N/A,
850,,,ReduceMean,/Generator/upconv_block1/upconv_block1.1/ReduceMean_2,480,1,32x32,"[1, 1, 32, 32]",2048,float16,"[1, 480, 32, 32]",983040,float16,N/A,0,0,,,,N/A,
851,,,Cast,/Generator/upconv_block1/upconv_block1.1/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
852,,,Mul,/Generator/upconv_block1/upconv_block1.1/Mul_1,1,1,32x32,"[1, 1, 32, 32]",2048,float16,"[1, 1, 32, 32]",2048,float16,N/A,0,0,,,,N/A,
853,,,Sub,/Generator/upconv_block1/upconv_block1.1/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
854,,,Div,/Generator/upconv_block1/upconv_block1.1/Div,1,1,32x32,"[1, 1, 32, 32]",2048,float16,"[1, 1, 32, 32]",2048,float16,N/A,0,0,,,,N/A,
855,,,Sub,/Generator/upconv_block1/upconv_block1.1/Sub_2,480,480,32x32,"[1, 480, 32, 32]",983040,float16,"[1, 480, 32, 32]",983040,float16,N/A,0,0,,,,N/A,
856,,,Add,/Generator/upconv_block1/upconv_block1.1/Add,1,1,32x32,"[1, 1, 32, 32]",2048,float16,"[1, 1, 32, 32]",2048,float16,N/A,0,0,,,,N/A,
857,,,Sqrt,/Generator/upconv_block1/upconv_block1.1/Sqrt,1,1,32x32,"[1, 1, 32, 32]",2048,float16,"[1, 1, 32, 32]",2048,float16,N/A,0,0,,,,N/A,
858,,,Div,/Generator/upconv_block1/upconv_block1.1/Div_1,N/A,1,N/A,"[1, 1, 32, 32]",2048,float16,[],2,float16,N/A,0,0,,,,N/A,
859,,,Mul,/Generator/upconv_block1/upconv_block1.1/Mul_2,480,480,32x32,"[1, 480, 32, 32]",983040,float16,"[1, 480, 32, 32]",983040,float16,N/A,0,0,,,,N/A,
860,,,Mul,/Generator/upconv_block1/upconv_block1.1/Mul_3,N/A,480,N/A,"[1, 480, 32, 32]",983040,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
861,,,Add,/Generator/upconv_block1/upconv_block1.1/Add_1,480,480,32x32,"[1, 480, 32, 32]",983040,float16,"[1, 480, 32, 32]",983040,float16,"[1, 480, 1, 1]",480,960,,,,float16,
862,,,Relu,/Generator/upconv_block1/upconv_block1.2/Relu,480,480,32x32,"[1, 480, 32, 32]",983040,float16,"[1, 480, 32, 32]",983040,float16,N/A,0,0,,,,N/A,
863,,upconv_block2,ConvTranspose3x3,/Generator/upconv_block2/upconv_block2.0/ConvTranspose,480,240,32x32,"[1, 240, 64, 64]",1966080,float16,"[1, 480, 32, 32]",983040,float16,"[480, 240, 3, 3]",1036800,2073600,"[3, 3]","[1, 1, 1, 1]","[2, 2]",float16,weight=initializer
864,,,ReduceMean,/Generator/upconv_block2/upconv_block2.1/ReduceMean,240,1,64x64,"[1, 1, 64, 64]",8192,float16,"[1, 240, 64, 64]",1966080,float16,N/A,0,0,,,,N/A,
865,,,ReduceMean,/Generator/upconv_block2/upconv_block2.1/ReduceMean_1,240,1,64x64,"[1, 1, 64, 64]",8192,float16,"[1, 240, 64, 64]",1966080,float16,N/A,0,0,,,,N/A,
866,,,Shape,/Generator/upconv_block2/upconv_block2.1/Shape,240,N/A,64x64,[4],32,int64,"[1, 240, 64, 64]",1966080,float16,N/A,0,0,,,,N/A,
867,,,Gather,/Generator/upconv_block2/upconv_block2.1/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
868,,,ReduceProd,/Generator/upconv_block2/upconv_block2.1/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
869,,,Sub,/Generator/upconv_block2/upconv_block2.1/Sub,240,240,64x64,"[1, 240, 64, 64]",1966080,float16,"[1, 240, 64, 64]",1966080,float16,N/A,0,0,,,,N/A,
870,,,Mul,/Generator/upconv_block2/upconv_block2.1/Mul,240,240,64x64,"[1, 240, 64, 64]",1966080,float16,"[1, 240, 64, 64]",1966080,float16,N/A,0,0,,,,N/A,
871,,,ReduceMean,/Generator/upconv_block2/upconv_block2.1/ReduceMean_2,240,1,64x64,"[1, 1, 64, 64]",8192,float16,"[1, 240, 64, 64]",1966080,float16,N/A,0,0,,,,N/A,
872,,,Cast,/Generator/upconv_block2/upconv_block2.1/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
873,,,Mul,/Generator/upconv_block2/upconv_block2.1/Mul_1,1,1,64x64,"[1, 1, 64, 64]",8192,float16,"[1, 1, 64, 64]",8192,float16,N/A,0,0,,,,N/A,
874,,,Sub,/Generator/upconv_block2/upconv_block2.1/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
875,,,Div,/Generator/upconv_block2/upconv_block2.1/Div,1,1,64x64,"[1, 1, 64, 64]",8192,float16,"[1, 1, 64, 64]",8192,float16,N/A,0,0,,,,N/A,
876,,,Sub,/Generator/upconv_block2/upconv_block2.1/Sub_2,240,240,64x64,"[1, 240, 64, 64]",1966080,float16,"[1, 240, 64, 64]",1966080,float16,N/A,0,0,,,,N/A,
877,,,Add,/Generator/upconv_block2/upconv_block2.1/Add,1,1,64x64,"[1, 1, 64, 64]",8192,float16,"[1, 1, 64, 64]",8192,float16,N/A,0,0,,,,N/A,
878,,,Sqrt,/Generator/upconv_block2/upconv_block2.1/Sqrt,1,1,64x64,"[1, 1, 64, 64]",8192,float16,"[1, 1, 64, 64]",8192,float16,N/A,0,0,,,,N/A,
879,,,Div,/Generator/upconv_block2/upconv_block2.1/Div_1,N/A,1,N/A,"[1, 1, 64, 64]",8192,float16,[],2,float16,N/A,0,0,,,,N/A,
880,,,Mul,/Generator/upconv_block2/upconv_block2.1/Mul_2,240,240,64x64,"[1, 240, 64, 64]",1966080,float16,"[1, 240, 64, 64]",1966080,float16,N/A,0,0,,,,N/A,
881,,,Mul,/Generator/upconv_block2/upconv_block2.1/Mul_3,N/A,240,N/A,"[1, 240, 64, 64]",1966080,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
882,,,Add,/Generator/upconv_block2/upconv_block2.1/Add_1,240,240,64x64,"[1, 240, 64, 64]",1966080,float16,"[1, 240, 64, 64]",1966080,float16,"[1, 240, 1, 1]",240,480,,,,float16,
883,,,Relu,/Generator/upconv_block2/upconv_block2.2/Relu,240,240,64x64,"[1, 240, 64, 64]",1966080,float16,"[1, 240, 64, 64]",1966080,float16,N/A,0,0,,,,N/A,
884,,upconv_block3,ConvTranspose3x3,/Generator/upconv_block3/upconv_block3.0/ConvTranspose,240,120,64x64,"[1, 120, 128, 128]",3932160,float16,"[1, 240, 64, 64]",1966080,float16,"[240, 120, 3, 3]",259200,518400,"[3, 3]","[1, 1, 1, 1]","[2, 2]",float16,weight=initializer
885,,,ReduceMean,/Generator/upconv_block3/upconv_block3.1/ReduceMean,120,1,128x128,"[1, 1, 128, 128]",32768,float16,"[1, 120, 128, 128]",3932160,float16,N/A,0,0,,,,N/A,
886,,,ReduceMean,/Generator/upconv_block3/upconv_block3.1/ReduceMean_1,120,1,128x128,"[1, 1, 128, 128]",32768,float16,"[1, 120, 128, 128]",3932160,float16,N/A,0,0,,,,N/A,
887,,,Shape,/Generator/upconv_block3/upconv_block3.1/Shape,120,N/A,128x128,[4],32,int64,"[1, 120, 128, 128]",3932160,float16,N/A,0,0,,,,N/A,
